value,label
21947,0
20984,0
18592,0
17354,0
16708,0
15340,0
14022,0
12946,0
11926,0
11072,0
10410,0
10118,0
12654,0
11572,0
11090,0
9108,0
7532,0
7330,0
7188,0
6748,0
6212,0
5844,0
5486,0
5058,0
5550,0
4968,0
5138,0
4886,0
4802,0
4038,0
4300,0
3414,0
3648,0
3258,0
3256,0
3294,0
3302,0
3104,0
3136,0
3076,0
2986,0
2694,0
2744,0
2926,0
2536,0
2842,0
2896,0
2576,0
3076,0
2978,0
2922,0
2670,0
3016,0
3058,0
2768,0
2946,0
3226,0
3218,0
3336,0
3626,0
3688,0
4222,0
4660,0
4722,0
5188,0
5198,0
5946,0
6710,0
7060,0
7676,0
8634,0
8492,0
10712,0
12178,0
13278,0
15108,0
16104,0
17120,0
19522,0
20824,0
22168,0
22948,0
24596,0
25788,0
27912,0
29334,0
31266,0
32704,0
31970,0
32898,0
35520,0
34576,0
34564,0
35900,0
35286,0
35944,0
40800,0
44488,0
46000,0
49360,0
50424,0
50052,0
54110,0
55804,0
57314,0
57840,0
57676,0
57308,0
68098,0
79186,0
70422,0
69038,0
67246,0
66806,0
67616,0
71422,0
72272,0
72714,0
72064,0
69516,0
74284,0
74890,0
75410,0
73356,0
73948,0
72252,0
73938,0
72516,0
69444,0
70578,0
69328,0
76066,0
70694,0
71414,0
72204,0
68912,0
68226,0
64976,0
63094,0
62146,0
61358,0
60014,0
59878,0
57524,0
57198,0
56130,0
59396,0
58198,0
58156,0
59000,0
58450,0
58990,0
57764,0
57874,0
57240,0
57458,0
56984,0
56628,0
56666,0
56860,0
56658,0
56608,0
58006,0
57172,0
57764,0
57458,0
57724,0
56534,0
61304,0
63646,0
64490,0
65280,0
62976,0
60800,0
65108,0
65314,0
64838,0
64232,0
63440,0
62832,0
67402,0
66016,0
64458,0
63786,0
64352,0
64376,0
64792,0
64248,0
63150,0
63618,0
61246,0
60660,0
60996,0
62542,0
60388,0
60540,0
59830,0
61178,0
60896,0
61106,0
61394,0
61752,0
60596,0
60368,0
58656,0
60260,0
59306,0
59806,0
60560,0
59356,0
57814,0
57382,0
58094,0
59874,0
58922,0
59656,0
57732,0
56992,0
56676,0
56522,0
57432,0
57146,0
57254,0
57608,0
57890,0
58900,0
58486,0
59660,0
58694,0
57438,0
58774,0
58002,0
58110,0
56940,0
57178,0
56566,0
57190,0
55584,0
55954,0
55060,0
53900,0
55462,0
54982,0
55390,0
55102,0
55538,0
54512,0
55180,0
56440,0
54324,0
56274,0
53936,0
55142,0
54466,0
54000,0
53204,0
52186,0
52146,0
53628,0
52092,0
52896,0
51622,0
50814,0
49508,0
49868,0
48356,0
47632,0
46324,0
44630,0
44776,0
42550,0
41564,0
40340,0
38744,0
37450,0
37380,0
36048,0
33248,0
32902,0
31648,0
31484,0
30208,0
28784,0
28024,0
26954,0
26028,0
25796,0
24514,0
26298,0
28052,0
26790,0
25296,0
23578,0
22178,0
20888,0
20782,0
19180,0
18100,0
16336,0
15770,0
14450,0
14352,0
13746,0
12406,0
11510,0
10728,0
10566,0
9532,0
9640,0
11798,0
11058,0
10478,0
9278,0
8900,0
8314,0
7014,0
7022,0
6186,0
5502,0
5422,0
4824,0
4618,0
4330,0
4380,0
3994,0
3924,0
4124,0
3688,0
3694,0
3288,0
3138,0
3240,0
3184,0
3002,0
3002,0
3124,0
3148,0
2758,0
2972,0
3210,0
3006,0
2958,0
3296,0
3022,0
2964,0
3156,0
3132,0
3438,0
3774,0
3928,0
4354,0
4860,0
4872,0
5488,0
5542,0
6052,0
6666,0
7140,0
7686,0
8734,0
9660,0
11004,0
12354,0
13132,0
14854,0
15808,0
17890,0
19760,0
21108,0
22136,0
23200,0
24234,0
26526,0
28754,0
29728,0
29536,0
30820,0
31192,0
31722,0
32932,0
32676,0
33744,0
35652,0
35960,0
39880,0
42120,0
42982,0
45184,0
46302,0
47476,0
49270,0
51074,0
50782,0
51328,0
52892,0
53590,0
62640,0
62526,0
61080,0
60516,0
61232,0
60848,0
61906,0
64218,0
62824,0
62636,0
64458,0
63100,0
66990,0
66186,0
68012,0
68912,0
70704,0
69040,0
67420,0
66210,0
66384,0
65174,0
64804,0
62974,0
62950,0
63100,0
61354,0
62470,0
60192,0
58164,0
58594,0
57784,0
56306,0
55816,0
54800,0
52620,0
52276,0
53580,0
51414,0
51922,0
52870,0
53716,0
54274,0
54628,0
53386,0
53448,0
52142,0
51146,0
51576,0
52844,0
52448,0
52370,0
51168,0
51384,0
52186,0
52792,0
51970,0
51226,0
53418,0
52166,0
55130,0
57198,0
57130,0
56420,0
55686,0
55384,0
56402,0
57446,0
56980,0
59090,0
57410,0
58986,0
63582,0
62216,0
60150,0
59148,0
58828,0
57098,0
57786,0
57284,0
56240,0
54820,0
54390,0
51732,0
53446,0
53972,0
53648,0
54458,0
53028,0
54022,0
53966,0
53162,0
53660,0
52124,0
52000,0
50998,0
52416,0
51786,0
51816,0
52064,0
50838,0
49128,0
49686,0
49652,0
50260,0
48664,0
48640,0
47400,0
47346,0
47200,0
46972,0
47946,0
48074,0
47896,0
47596,0
48424,0
47230,0
46636,0
47172,0
46112,0
47122,0
48106,0
47466,0
47488,0
47566,0
47774,0
48084,0
48100,0
48734,0
46680,0
47954,0
47462,0
47804,0
48018,0
48712,0
48468,0
47382,0
47808,0
49326,0
48672,0
48774,0
48290,0
47374,0
47518,0
47090,0
47952,0
47390,0
47862,0
