value,label
881,0
905,0
913,0
921,0
933,0
939,0
954,0
970,0
993,0
1008,0
1063,0
1041,0
1045,0
1061,0
1057,0
1087,0
1110,0
1173,0
1136,0
1189,0
1151,0
1140,0
1139,0
1132,0
1147,0
1157,0
1195,0
1180,0
1184,0
1197,0
1189,0
1176,0
1177,0
1181,0
1183,0
1215,0
1213,0
1209,0
1211,0
1200,0
1204,0
1183,0
1147,0
1153,0
1129,0
1118,0
1114,0
1099,0
1095,0
1085,0
1077,0
1064,0
1103,0
1070,0
1058,0
1053,0
1047,0
1041,0
1052,0
1050,0
1046,0
1058,0
1066,0
1049,0
1043,0
1040,0
1054,0
1063,0
1064,0
1061,0
1086,0
1078,0
1081,0
1093,0
1102,0
1110,0
1114,0
1114,0
1132,0
1133,0
1137,0
1149,0
1163,0
1140,0
1134,0
1141,0
1129,0
1129,0
1141,0
1126,0
1134,0
1145,0
1145,0
1155,0
1144,0
1148,0
1135,0
1151,0
1144,0
1136,0
1139,0
1135,0
1142,0
1147,0
1156,0
1133,0
1134,0
1109,0
1118,0
1105,0
1098,0
1083,0
1089,0
1096,0
1091,0
1081,0
1074,0
1060,0
1045,0
1046,0
1030,0
1019,0
1018,0
999,0
994,0
994,0
1006,0
996,0
1001,0
982,0
993,0
976,0
969,0
966,0
957,0
958,0
960,0
959,0
959,0
949,0
941,0
946,0
938,0
947,0
934,0
937,0
930,0
926,0
929,0
927,0
928,0
925,0
923,0
925,0
927,0
920,0
914,0
910,0
905,0
903,0
909,0
898,0
901,0
900,0
897,0
891,0
893,0
893,0
891,0
881,0
881,0
878,0
877,0
873,0
879,0
873,0
877,0
873,0
878,0
874,0
872,0
864,0
866,0
865,0
862,0
862,0
860,0
855,0
858,0
856,0
861,0
857,0
859,0
858,0
859,0
855,0
857,0
857,0
855,0
855,0
856,0
854,0
855,0
854,0
854,0
855,0
856,0
858,0
862,0
857,0
855,0
855,0
851,0
852,0
853,0
851,0
855,0
858,0
858,0
852,0
856,0
854,0
855,0
854,0
860,0
857,0
858,0
852,0
854,0
854,0
856,0
856,0
854,0
852,0
853,0
851,0
856,0
852,0
853,0
849,0
854,0
851,0
852,0
851,0
852,0
853,0
851,0
849,0
852,0
851,0
853,0
850,0
855,0
852,0
853,0
851,0
850,0
855,0
855,0
853,0
854,0
852,0
853,0
850,0
853,0
852,0
856,0
855,0
857,0
856,0
854,0
851,0
854,0
851,0
854,0
852,0
858,0
858,0
865,0
864,0
867,0
864,0
860,0
863,0
868,0
873,0
876,0
881,0
916,0
939,0
946,0
964,0
972,0
974,0
1000,0
1004,0
1024,0
1039,0
1041,0
1051,0
1066,0
1073,0
1078,0
1078,0
1105,0
1122,0
1123,0
1126,0
1136,0
1140,0
1134,0
1141,0
1134,0
1125,0
1119,0
1123,0
1132,0
1149,0
1135,0
1144,0
1152,0
1154,0
1161,0
1158,0
1151,0
1147,0
1130,0
1145,0
1136,0
1126,0
1118,0
1106,0
1098,0
1100,0
1092,0
1079,0
1065,0
1052,0
1060,0
1049,0
1054,0
1050,0
1042,0
1034,0
1034,0
1032,0
1038,0
1046,0
1047,0
1041,0
1053,0
1053,0
1045,0
1048,0
1059,0
1061,0
1074,0
1068,0
1060,0
1064,0
1072,0
1086,0
1105,0
1110,0
1118,0
1120,0
1135,0
1127,0
1135,0
1159,0
1160,0
1164,0
1175,0
1194,0
1210,0
1162,0
1179,0
1170,0
1156,0
1153,0
1197,0
1164,0
1152,0
1144,0
1150,0
1142,0
1137,0
1141,0
1135,0
1139,0
1135,0
1128,0
1168,0
1149,0
1147,0
1141,0
1128,0
1116,0
1119,0
1101,0
1097,0
1103,0
1075,0
1076,0
1069,0
1053,0
1054,0
1045,0
1045,0
1029,0
1024,0
1021,0
1023,0
1011,0
1004,0
1004,0
1004,0
992,0
990,0
993,0
992,0
987,0
981,0
969,0
958,0
960,0
965,0
951,0
960,0
950,0
953,0
947,0
951,0
940,0
944,0
941,0
953,0
944,0
941,0
942,0
939,0
929,0
929,0
940,0
934,0
926,0
920,0
915,0
919,0
921,0
914,0
910,0
902,0
898,0
902,0
896,0
896,0
887,0
889,0
885,0
888,0
885,0
882,0
881,0
877,0
873,0
872,0
874,0
875,0
871,0
867,0
867,0
873,0
865,0
869,0
867,0
869,0
867,0
867,0
866,0
867,0
869,0
872,0
863,0
865,0
863,0
867,0
866,0
864,0
862,0
863,0
862,0
866,0
870,0
869,0
868,0
869,0
873,0
866,0
865,0
865,0
864,0
864,0
863,0
867,0
872,0
865,0
863,0
865,0
860,0
862,0
862,0
863,0
860,0
864,0
864,0
864,0
857,0
861,0
861,0
861,0
859,0
862,0
861,0
862,0
860,0
861,0
859,0
862,0
861,0
863,0
859,0
859,0
859,0
860,0
861,0
863,0
859,0
863,0
862,0
862,0
859,0
861,0
861,0
861,0
865,0
861,0
859,0
861,0
862,0
863,0
860,0
862,0
861,0
861,0
862,0
864,0
860,0
863,0
864,0
862,0
864,0
865,0
861,0
866,0
865,0
867,0
867,0
871,0
873,0
875,0
879,0
881,0
882,0
893,0
902,0
922,0
945,0
963,0
977,0
999,0
991,0
1000,0
1021,0
1028,0
1039,0
1059,0
1070,0
1074,0
1072,0
1091,0
1093,0
1111,0
1123,0
1132,0
1138,0
1141,0
1143,0
1163,0
1172,0
1174,0
1166,0
1153,0
1173,0
1148,0
1154,0
1170,0
1177,0
1165,0
1167,0
1169,0
1164,0
1165,0
1163,0
1147,0
1153,0
1150,0
1134,0
1122,0
1116,0
1107,0
1311,1
1193,0
1133,0
1085,0
1076,0
1072,0
1069,0
1064,0
1068,0
1070,0
1069,0
1068,0
1060,0
1063,0
1057,0
1058,0
1072,0
1070,0
1070,0
1066,0
1065,0
1067,0
1084,0
1090,0
1089,0
1090,0
1084,0
1091,0
1094,0
1090,0
1106,0
1121,0
1122,0
1131,0
1138,0
1135,0
1140,0
1141,0
1128,0
1142,0
1135,0
1153,0
1166,0
1163,0
1151,0
1166,0
1160,0
1167,0
1163,0
1159,0
1146,0
1144,0
1155,0
1165,0
1154,0
1147,0
1164,0
1161,0
1155,0
