value,label
2197,0
1672,0
1426,0
1232,0
1056,0
968,0
828,0
904,0
758,0
598,0
504,0
514,0
530,0
484,0
500,0
400,0
404,0
342,0
338,0
382,0
266,0
292,0
266,0
196,0
190,0
134,0
214,0
180,0
176,0
178,0
170,0
154,0
206,0
238,0
244,0
210,0
200,0
160,0
198,0
186,0
196,0
188,0
230,0
202,0
212,0
202,0
164,0
214,0
218,0
226,0
202,0
256,0
252,0
294,0
328,0
432,0
434,0
460,0
548,0
700,0
870,0
1082,0
1190,0
1368,0
1674,0
2298,0
2742,0
3238,0
3724,0
4524,0
5436,0
7130,0
8530,0
9786,0
11648,0
13462,0
16066,0
19426,0
22542,0
25908,0
30300,0
34014,0
39112,0
44744,0
51542,0
56800,0
64444,0
70564,0
76740,0
83492,0
89670,0
97674,0
102480,0
107696,0
109454,0
110712,0
111636,0
114038,0
112470,0
108276,0
101280,0
92310,0
86796,0
83278,0
79790,0
75280,0
66836,0
58296,0
52058,0
46378,0
43228,0
40634,0
37686,0
34012,0
31864,0
29368,0
28368,0
27212,0
25992,0
23956,0
22854,0
21830,0
21342,0
20916,0
20096,0
19788,0
20328,0
19364,0
19540,0
19016,0
19346,0
18838,0
18368,0
18268,0
18830,0
18416,0
17944,0
18502,0
18894,0
19692,0
19418,0
18694,0
19224,0
19698,0
19182,0
20232,0
20554,0
19400,0
19650,0
19710,0
19772,0
19178,0
19116,0
19494,0
19092,0
18988,0
19090,0
19764,0
19694,0
20134,0
19744,0
19372,0
20130,0
20332,0
20030,0
20080,0
19616,0
19760,0
20374,0
21326,0
21694,0
21244,0
20926,0
20774,0
20990,0
19960,0
20278,0
21074,0
20648,0
20022,0
20916,0
21950,0
21772,0
21726,0
22266,0
22766,0
22924,0
23486,0
23554,0
22902,0
23650,0
24164,0
25798,0
28024,0
29154,0
29444,0
28132,0
30254,0
33454,0
38658,0
39252,0
39412,0
39328,0
42206,0
51318,0
67990,0
73004,0
66796,0
62592,0
59782,0
63134,0
81840,0
87514,0
83440,0
75494,0
68934,0
70104,0
78460,0
83986,0
79770,0
73274,0
66100,0
61710,0
59488,0
58158,0
53732,0
50288,0
46634,0
43988,0
43308,0
41260,0
38152,0
35986,0
33850,0
31692,0
30872,0
29526,0
27986,0
26380,0
25580,0
25532,0
26366,0
26546,0
24868,0
23934,0
21974,0
21902,0
23208,0
23120,0
21598,0
20426,0
19910,0
20648,0
21920,0
21190,0
19752,0
18122,0
16746,0
16626,0
17550,0
16554,0
15014,0
14016,0
13248,0
13678,0
15442,0
13708,0
12244,0
10596,0
9024,0
8472,0
7560,0
7150,0
6152,0
5850,0
4850,0
4598,0
4046,0
3464,0
2940,0
2930,0
2380,0
2266,0
1880,0
1628,0
1586,0
1582,0
1462,0
1700,0
1178,0
1282,0
1326,0
1224,0
1042,0
1016,0
974,0
1016,0
934,0
872,0
768,0
656,0
668,0
656,0
490,0
480,0
486,0
524,0
394,0
378,0
316,0
302,0
338,0
298,0
308,0
306,0
234,0
212,0
286,0
200,0
212,0
184,0
218,0
298,0
244,0
206,0
196,0
160,0
214,0
182,0
180,0
230,0
226,0
152,0
206,0
182,0
166,0
196,0
188,0
248,0
180,0
238,0
336,0
332,0
426,0
346,0
366,0
546,0
612,0
946,0
904,0
1140,0
1364,0
1624,0
2346,0
2798,0
3256,0
3700,0
4666,0
5602,0
7032,0
8540,0
10286,0
11618,0
13792,0
16348,0
19898,0
23508,0
26942,0
30458,0
35390,0
39886,0
45738,0
51906,0
57694,0
64478,0
70286,0
75680,0
83282,0
89534,0
97946,0
104184,0
108752,0
111292,0
113104,0
114552,0
114496,0
115588,0
111848,0
105020,0
96304,0
90056,0
84100,0
83002,0
79480,0
69346,0
60316,0
53108,0
48372,0
45710,0
42314,0
39680,0
36406,0
33568,0
31948,0
30502,0
28816,0
27046,0
25016,0
23764,0
23522,0
23060,0
21800,0
21200,0
20692,0
20024,0
19438,0
19444,0
18944,0
19788,0
19146,0
18554,0
18878,0
19568,0
19512,0
19432,0
19408,0
20304,0
20516,0
20752,0
20150,0
19922,0
19284,0
19660,0
20504,0
20218,0
20604,0
19640,0
19514,0
20242,0
19964,0
20042,0
20194,0
19390,0
19466,0
19362,0
20076,0
20020,0
20250,0
20106,0
20064,0
20260,0
19808,0
20498,0
19920,0
20360,0
19842,0
19830,0
20562,0
20904,0
20678,0
20732,0
20114,0
19740,0
20304,0
20256,0
20372,0
20528,0
20572,0
20026,0
21506,0
22144,0
21526,0
21858,0
22112,0
22380,0
23340,0
23660,0
23838,0
23372,0
24390,0
26566,0
29304,0
30062,0
30404,0
30192,0
32092,0
35430,0
40680,0
41270,0
39300,0
40184,0
43812,0
53054,0
70172,0
75670,0
68906,0
64174,0
62566,0
65470,0
83824,0
91842,0
85798,0
77430,0
71584,0
69150,0
77726,0
85282,0
80030,0
73772,0
68042,0
64364,0
61608,0
60076,0
56572,0
51932,0
47860,0
46204,0
44934,0
43372,0
40930,0
38400,0
35136,0
34108,0
32722,0
31542,0
29432,0
27398,0
27304,0
25796,0
27668,0
