value,label
262,0
314,0
303,0
328,0
402,0
373,0
405,0
467,0
436,0
471,0
454,0
447,0
476,0
476,0
476,0
442,0
479,0
379,0
392,0
384,0
424,0
450,0
376,0
328,0
328,0
352,0
309,0
306,0
277,0
261,0
301,0
282,0
289,0
272,0
321,0
287,0
298,0
295,0
340,0
346,0
265,0
432,0
326,0
338,0
362,0
314,0
350,0
316,0
396,0
350,0
325,0
374,0
353,0
392,0
418,0
494,0
471,0
496,0
441,0
518,0
543,0
585,0
495,0
606,0
463,0
646,0
618,0
544,0
589,0
688,0
635,0
753,0
673,0
577,0
830,0
625,0
649,0
659,0
719,0
684,0
545,0
683,0
451,0
713,0
653,0
534,0
596,0
663,0
537,0
518,0
541,0
534,0
451,0
405,0
316,0
590,0
540,0
366,0
351,0
425,0
457,0
366,0
497,0
443,0
383,0
406,0
398,0
421,0
461,0
380,0
361,0
485,0
442,0
401,0
454,0
361,0
450,0
447,0
463,0
511,0
487,0
490,0
493,0
481,0
130,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
42,1
436,0
445,0
450,0
448,0
428,0
402,0
378,0
338,0
378,0
352,0
337,0
293,0
302,0
323,0
302,0
273,0
143,0
139,0
135,0
131,0
127,0
123,0
119,0
115,0
111,0
107,0
103,0
99,0
95,0
91,0
87,0
94,0
66,0
42,0
19,0
25,0
39,0
25,0
14,0
9,0
11,0
4,0
6,0
15,0
12,0
9,0
6,0
2,0
7,0
16,0
5,0
3,0
0,0
0,0
3,0
0,0
3,0
0,0
0,0
6,0
3,0
0,0
0,0
0,0
0,0
3,0
2,0
1,0
0,0
0,0
6,0
0,0
3,0
0,0
0,0
0,0
0,0
3,0
3,0
0,0
0,0
0,0
3,0
0,0
0,0
3,0
0,0
3,0
0,0
0,0
0,0
0,0
3,0
0,0
3,0
3,0
12,0
0,0
3,0
0,0
3,0
3,0
0,0
3,0
0,0
9,0
3,0
6,0
3,0
0,0
3,0
6,0
6,0
18,0
12,0
9,0
9,0
14,0
10,0
6,0
9,0
9,0
11,0
19,0
18,0
18,0
12,0
21,0
25,0
31,0
22,0
39,0
42,0
60,0
59,0
79,0
70,0
96,0
97,0
117,0
111,0
115,0
130,0
136,0
163,0
143,0
208,0
226,0
220,0
221,0
296,0
296,0
42,0
137,0
233,0
338,0
294,0
378,0
396,0
416,0
475,0
538,0
541,0
559,0
561,0
532,0
613,0
584,0
578,0
556,0
653,0
625,0
506,0
537,0
618,0
575,0
453,0
483,0
488,0
370,0
430,0
332,0
434,0
342,0
311,0
372,0
278,0
383,0
355,0
364,0
308,0
303,0
320,0
308,0
295,0
366,0
300,0
359,0
329,0
414,0
386,0
379,0
405,0
482,0
449,0
368,0
462,0
478,0
452,0
460,0
496,0
500,0
585,0
515,0
623,0
610,0
585,0
642,0
576,0
667,0
625,0
687,0
708,0
773,0
695,0
793,0
699,0
873,0
795,0
718,0
852,0
779,0
700,0
824,0
813,0
701,0
775,0
590,0
534,0
585,0
813,0
788,0
725,0
511,0
484,0
514,0
498,0
544,0
696,0
512,0
607,0
453,0
322,0
550,0
451,0
451,0
460,0
341,0
531,0
598,0
465,0
437,0
485,0
417,0
399,0
443,0
449,0
473,0
438,0
553,0
479,0
583,0
526,0
494,0
623,0
518,0
499,0
582,0
490,0
520,0
506,0
578,0
500,0
530,0
492,0
406,0
482,0
551,0
535,0
486,0
424,0
407,0
436,0
405,0
426,0
419,0
386,0
381,0
368,0
351,0
301,0
313,0
339,0
290,0
223,0
227,0
197,0
184,0
232,0
234,0
177,0
172,0
190,0
142,0
125,0
100,0
91,0
137,0
109,0
109,0
90,0
77,0
50,0
36,0
24,0
28,0
13,0
7,0
15,0
15,0
11,0
4,0
9,0
15,0
8,0
7,0
3,0
3,0
6,0
8,0
1,0
6,0
0,0
3,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
6,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
3,0
3,0
6,0
6,0
0,0
0,0
3,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
4,0
0,0
3,0
5,0
4,0
0,0
0,0
0,0
