value,label
877,0
744,0
860,0
626,0
638,0
596,0
572,0
554,0
484,0
404,0
348,0
314,0
426,0
274,0
282,0
234,0
280,0
226,0
266,0
228,0
136,0
216,0
170,0
158,0
124,0
68,0
100,0
100,0
134,0
136,0
154,0
84,0
120,0
142,0
164,0
120,0
124,0
90,0
150,0
108,0
126,0
90,0
150,0
96,0
110,0
74,0
104,0
84,0
108,0
110,0
106,0
112,0
106,0
136,0
160,0
218,0
168,0
196,0
222,0
254,0
284,0
306,0
346,0
452,0
488,0
588,0
706,0
742,0
906,0
1084,0
1282,0
1646,0
1954,0
2302,0
2670,0
3030,0
3394,0
4084,0
4700,0
5222,0
5886,0
6548,0
7590,0
8562,0
9592,0
10456,0
11160,0
12660,0
13660,0
14154,0
15130,0
16094,0
16204,0
17156,0
17458,0
17662,0
17732,0
18002,0
17512,0
16988,0
15710,0
15350,0
14498,0
14408,0
13588,0
12616,0
11654,0
11446,0
11310,0
10312,0
9986,0
9698,0
8950,0
8294,0
8574,0
7902,0
7474,0
7242,0
7146,0
6950,0
6642,0
6630,0
6680,0
6538,0
6330,0
6118,0
6520,0
6034,0
6144,0
6198,0
6104,0
6188,0
5744,0
6264,0
6138,0
5864,0
5864,0
5868,0
6146,0
6190,0
5996,0
6180,0
5956,0
6284,0
6228,0
6416,0
6658,0
6328,0
6388,0
6320,0
6340,0
6380,0
6184,0
6356,0
6108,0
6016,0
5822,0
5918,0
6396,0
6552,0
6244,0
6256,0
6362,0
6412,0
6018,0
5808,0
6062,0
6232,0
6478,0
6626,0
7034,0
6882,0
6734,0
6712,0
6622,0
6244,0
6334,0
6702,0
6344,0
6324,0
6334,0
6838,0
6614,0
6402,0
6398,0
6806,0
6628,0
7060,0
6976,0
6580,0
6684,0
6516,0
6996,0
7448,0
7998,0
7734,0
7704,0
7930,0
8406,0
9638,0
9834,0
9496,0
9478,0
9858,0
11518,0
14486,0
15218,0
14146,0
13358,0
12530,0
12852,0
15428,0
16462,0
16008,0
14050,0
13324,0
12760,0
14176,0
15820,0
14654,0
13658,0
12096,0
10712,0
11216,0
10628,0
9896,0
9384,0
8746,0
8342,0
8724,0
8202,0
7830,0
7548,0
6970,0
6450,0
6852,0
6548,0
6138,0
6052,0
6100,0
5868,0
6070,0
6294,0
5850,0
5878,0
5584,0
5290,0
5688,0
5786,0
5282,0
5108,0
4950,0
5252,0
5612,0
5528,0
5128,0
4616,0
4398,0
4400,0
4696,0
4464,0
3918,0
3930,0
3712,0
3620,0
4182,0
3876,0
3426,0
3100,0
2640,0
2416,0
2436,0
2340,0
2090,0
1962,0
1734,0
1810,0
1612,0
1478,0
1338,0
1346,0
1246,0
1208,0
1080,0
896,0
940,0
954,0
852,0
710,0
590,0
694,0
638,0
770,0
648,0
616,0
608,0
694,0
632,0
504,0
432,0
446,0
454,0
388,0
236,0
358,0
348,0
316,0
260,0
250,0
190,0
206,0
238,0
258,0
196,0
166,0
174,0
146,0
92,0
122,0
156,0
114,0
128,0
228,0
124,0
82,0
92,0
106,0
88,0
90,0
102,0
96,0
104,0
76,0
112,0
80,0
122,0
98,0
84,0
112,0
82,0
122,0
130,0
154,0
194,0
170,0
222,0
242,0
308,0
370,0
348,0
338,0
456,0
592,0
770,0
868,0
984,0
1130,0
1482,0
1826,0
2184,0
2602,0
3098,0
3546,0
3866,0
4982,0
6130,0
7298,0
8114,0
9614,0
10920,0
12320,0
14366,0
16252,0
18006,0
19926,0
22060,0
23972,0
26852,0
27830,0
31686,0
33388,0
34738,0
36612,0
36858,0
37832,0
37506,0
37448,0
35992,0
