value,label
327,0
325,0
267,0
286,0
289,0
299,0
274,0
281,0
265,0
244,0
231,0
260,0
245,0
210,0
204,0
191,0
174,0
171,0
136,0
170,0
157,0
157,0
150,0
180,0
182,0
151,0
171,0
171,0
155,0
149,0
153,0
156,0
147,0
167,0
178,0
157,0
150,0
190,0
221,0
208,0
247,0
213,0
242,0
233,0
215,0
274,0
261,0
304,0
243,0
252,0
283,0
301,0
320,0
332,0
285,0
322,0
325,0
325,0
310,0
315,0
368,0
326,0
306,0
276,0
345,0
306,0
319,0
356,0
322,0
332,0
337,0
298,0
299,0
298,0
279,0
267,0
272,0
312,0
246,0
245,0
296,0
274,0
246,0
253,0
240,0
211,0
234,0
221,0
221,0
194,0
207,0
193,0
185,0
188,0
216,0
179,0
209,0
199,0
198,0
204,0
192,0
194,0
183,0
177,0
186,0
179,0
177,0
199,0
170,0
199,0
196,0
162,0
182,0
197,0
51,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
19,1
195,0
161,0
182,0
189,0
172,0
154,0
151,0
143,0
140,0
141,0
131,0
164,0
137,0
137,0
157,0
135,0
73,0
70,0
68,0
65,0
63,0
60,0
58,0
56,0
53,0
51,0
48,0
46,0
43,0
41,0
39,0
53,0
49,0
31,0
14,0
9,0
20,0
19,0
17,0
9,0
10,0
5,0
6,0
14,0
5,0
3,0
2,0
5,0
2,0
3,0
6,0
2,0
4,0
1,0
0,0
2,0
1,0
1,0
0,0
3,0
0,0
3,0
2,0
1,0
0,0
1,0
2,0
5,0
0,0
1,0
2,0
1,0
4,0
2,0
2,0
1,0
2,0
0,0
2,0
4,0
3,0
2,0
2,0
3,0
1,0
5,0
4,0
4,0
0,0
2,0
2,0
3,0
2,0
5,0
6,0
2,0
5,0
4,0
3,0
7,0
6,0
4,0
10,0
5,0
12,0
7,0
10,0
5,0
13,0
11,0
12,0
7,0
13,0
18,0
12,0
29,0
19,0
16,0
14,0
19,0
18,0
24,0
21,0
22,0
27,0
36,0
45,0
27,0
31,0
64,0
80,0
109,0
76,0
98,0
105,0
106,0
138,0
127,0
141,0
142,0
136,0
137,0
149,0
148,0
190,0
187,0
203,0
202,0
192,0
203,0
199,0
236,0
19,0
82,0
146,0
243,0
230,0
281,0
301,0
281,0
254,0
282,0
270,0
297,0
299,0
318,0
314,0
346,0
267,0
331,0
333,0
306,0
286,0
276,0
208,0
238,0
239,0
222,0
235,0
194,0
208,0
196,0
173,0
197,0
178,0
166,0
181,0
187,0
162,0
158,0
166,0
184,0
166,0
182,0
157,0
156,0
174,0
154,0
199,0
186,0
207,0
211,0
208,0
237,0
237,0
233,0
288,0
227,0
247,0
266,0
256,0
301,0
291,0
252,0
